Default,Reserve,Lifetime,0,1,10,11,12,13,14,15,16,17,18,19,2,3,4,5,6,7,8,9
10,4,20,0.29995,0.29993,0.29994,0.29992,0.29991,0.29994,0.29993,0.29993,0.29992,0.29993,0.29995,0.29991,0.29993,0.29996,0.29994,0.29996,0.29991,0.29991,0.29993,0.29991
5,4,20,0.0675,0.06581,0.07536,0.0722,0.07081,0.07322,0.07538,0.07394,0.07652,0.06838,0.0775,0.08051,0.06788,0.07493,0.08263,0.07805,0.07201,0.06405,0.07736,0.07744
10,1,20,0.29993,0.29993,0.29994,0.29993,0.29992,0.29995,0.29993,0.29995,0.29996,0.29995,0.29996,0.29996,0.29992,0.29994,0.29993,0.29993,0.29995,0.29993,0.29997,0.29994
5,1,20,0.08623,0.07957,0.08438,0.07092,0.08023,0.08905,0.06793,0.07097,0.07351,0.06963,0.073,0.0764,0.07838,0.06835,0.06161,0.08315,0.07743,0.08106,0.0706,0.06789
10,4,10,0.29996,0.3,0.29998,0.30004,0.29998,0.29998,0.29997,0.29997,0.29995,0.3001,0.29995,0.29997,0.29997,0.3,0.29998,0.29998,0.30003,0.29998,0.29999,0.29997
5,4,10,0.29992,0.29998,0.29999,0.29995,0.29996,0.2999,0.30015,0.29997,0.30004,0.29995,0.29996,0.29996,0.29992,0.2999,0.29992,0.29995,0.29993,0.29994,0.29997,0.30006
10,1,10,0.29994,0.29998,0.29997,0.29998,0.29999,0.29997,0.29996,0.29995,0.29996,0.29998,0.29998,0.29998,0.29998,0.29998,0.29998,0.29998,0.29996,0.29997,0.29996,0.29996
5,1,10,0.29992,0.29995,0.29994,0.29994,0.29994,0.29996,0.29992,0.29992,0.29992,0.29992,0.29997,0.29996,0.29994,0.29991,0.29994,0.29995,0.29994,0.29993,0.29994,0.29993
